고객ID,연령,성별,지역명,거주시군구명,법정동명,소득
664,42,남성,서울,강북구,우이동,2000만원 이하
665,23,남성,경기,안산시 단원구,선부동,5000만원이상
666,49,남성,경북,포항시 남구,오천읍,2000~3000만원
667,53,남성,경남,거창군,거창읍,4000~5000만원
668,38,여성,전북,군산시,나운동,2000만원 이하
669,69,여성,전남,나주시,문평면,2000~3000만원
670,32,남성,경남,거제시,옥포동,5000만원이상
671,52,여성,인천,남동구,간석동,3000~4000만원
672,26,여성,전남,여수시,돌산읍,2000~3000만원
673,65,여성,경북,구미시,형곡동,2000만원 이하
674,71,남성,경기,평택시,고덕면,4000~5000만원
675,34,여성,강원,강릉시,옥계면,2000만원 이하
676,56,남성,충북,청주시 상당구,용담동,5000만원이상
677,20,여성,서울,서초구,잠원동,3000~4000만원
678,56,남성,경북,구미시,임은동,3000~4000만원
679,27,남성,부산,남구,우암동,2000만원 이하
680,54,여성,전남,여수시,소호동,2000~3000만원
681,79,여성,충남,천안시,쌍룡동  ,2000~3000만원
682,30,남성,경기,수원시 권선구,고색동,2000만원 이하
683,49,여성,서울,금천구,독산동,3000~4000만원
684,40,여성,경기,부천시,범박동,2000~3000만원
685,74,여성,전북,김제시,황산면,2000~3000만원
686,75,남성,부산,부산진구,연지동,4000~5000만원
687,63,남성,서울,중랑구,묵동,2000~3000만원
688,36,남성,대구,북구,태전동,2000~3000만원
689,55,남성,전남,순천시,덕암동,2000~3000만원
690,60,여성,경기,부천시,송내동,3000~4000만원
691,55,여성,서울,마포구,창전동,5000만원이상
692,65,남성,광주,남구,방림동,3000~4000만원
693,78,남성,부산,기장군,정관읍,2000~3000만원
694,67,여성,서울,강남구,도곡동,2000~3000만원
695,70,여성,광주,광산구,월곡동,2000만원 이하
696,78,남성,대구,북구,태전동,5000만원이상
697,29,여성,대구,북구,관음동,2000~3000만원
698,56,남성,경기,부천시,송내동,2000만원 이하
699,31,남성,경기,광주시,목현동,2000~3000만원
700,39,여성,경기,성남시 중원구,하대원동,2000~3000만원
701,37,여성,서울,서초구,방배동,2000~3000만원
702,43,여성,경기,양주시,남면,3000~4000만원
703,43,여성,서울,성동구,성수동2가,5000만원이상
704,74,여성,경남,통영시,도남동,2000~3000만원
705,65,여성,부산,사상구,주례동,5000만원이상
706,20,남성,서울,중랑구,면목동,2000~3000만원
707,47,남성,경기,성남시 분당구,야탑동,4000~5000만원
708,33,여성,서울,성북구,정릉동,4000~5000만원
709,70,여성,경북,군위군,우보면,4000~5000만원
710,64,남성,경기,남양주시,호평동,2000만원 이하
711,79,여성,인천,부평구,산곡동,3000~4000만원
712,26,여성,경기,용인시 수지구,풍덕천동,4000~5000만원
713,38,여성,서울,중랑구,묵동,2000만원 이하
714,66,남성,부산,해운대구,중동,2000만원 이하
715,74,여성,부산,금정구,구서동,4000~5000만원
716,38,남성,경기,화성시,송산동,4000~5000만원
717,73,여성,경기,수원시 영통구,망포동,5000만원이상
718,64,여성,인천,연수구,옥련동,2000~3000만원
719,67,여성,충북,청주시 흥덕구,복대동,3000~4000만원
720,41,여성,대구,수성구,신매동,5000만원이상
721,23,남성,경기,성남시 분당구,서현동,2000만원 이하
722,22,남성,강원,강릉시,주문진읍,4000~5000만원
723,69,여성,전북,전주시 완산구,평화동2가,2000~3000만원
724,40,여성,제주,서귀포시,동홍동,2000~3000만원
725,38,여성,부산,부산진구,부암동,4000~5000만원
726,36,남성,강원,속초시,중앙동,4000~5000만원
727,54,남성,경기,용인시 수지구,풍덕천동,2000~3000만원
728,41,여성,경북,포항시 남구,대잠동,2000~3000만원
729,19,여성,서울,도봉구,쌍문동,2000만원 이하
730,21,여성,인천,서구,왕길동,5000만원이상
731,65,여성,울산,남구,신정동,4000~5000만원
732,33,여성,경북,포항시 북구,용흥동,2000~3000만원
733,32,여성,인천,미추홀구,학익동,5000만원이상
734,34,여성,경기,수원시 권선구,고색동,5000만원이상
735,74,여성,경기,화성시,봉담읍,5000만원이상
736,45,남성,경남,창원시 마산합,월영동,2000~3000만원
737,60,여성,경남,창원시 의창구,신월동,4000~5000만원
738,56,여성,경북,경산시,남산면,2000~3000만원
739,44,여성,광주,광산구,월곡동,5000만원이상
740,78,남성,경기,평택시,비전동,2000만원 이하
741,73,여성,충남,아산시,권곡동,4000~5000만원
742,36,남성,전남,나주시,남평읍,2000~3000만원
743,46,여성,전북,익산시,부송동,3000~4000만원
744,46,여성,서울,강남구,일원동,5000만원이상
745,25,여성,인천,미추홀구,용현동,5000만원이상
746,49,여성,울산,북구,화봉동,4000~5000만원
747,48,여성,경북,영천시,완산동,4000~5000만원
748,36,여성,인천,부평구,부개동,2000~3000만원
749,28,남성,경기,용인시 기흥구,동백동,2000~3000만원
750,59,여성,전남,순천시,조례동,5000만원이상
751,39,여성,전남,완도군,군외면,3000~4000만원
752,23,여성,광주,북구,운암동,3000~4000만원
753,28,여성,인천,동구,송림동,5000만원이상
754,20,여성,경남,김해시,내동,2000만원 이하
755,75,남성,서울,종로구,창성동,3000~4000만원
756,23,여성,충남,논산시,양촌면,2000만원 이하
757,28,남성,경기,안양시 만안구,박달동,2000만원 이하
758,45,여성,서울,성북구,장위동,2000만원 이하
759,65,여성,부산,금정구,구서동,2000만원 이하
760,32,여성,인천,서구,석남동,5000만원이상
761,54,여성,울산,울주군,온양읍,3000~4000만원
762,58,여성,경남,창원시 의창구,북면,4000~5000만원
763,79,여성,경기,수원시 영통구,영통동,2000만원 이하
764,27,남성,강원,동해시,쇄운동,2000만원 이하
765,70,남성,경기,화성시,능동,3000~4000만원
766,74,여성,경기,부천시,원종동,2000만원 이하
767,19,여성,인천,미추홀구,학익동,3000~4000만원
768,77,남성,경기,남양주시,화도읍,5000만원이상
769,37,여성,경기,이천시,관고동,5000만원이상
770,68,여성,서울,노원구,상계동,2000만원 이하
771,61,여성,충남,서산시,동문동,2000만원 이하
772,67,여성,경기,부천시,도당동,4000~5000만원
773,54,여성,서울,동대문구,제기동,4000~5000만원
774,57,남성,경기,남양주시,화도읍,2000만원 이하
775,20,여성,경기,화성시,능동,2000~3000만원
776,71,남성,서울,마포구,상암동,2000~3000만원
777,66,남성,경남,거제시,문동동,5000만원이상
778,45,남성,서울,은평구,진관동,3000~4000만원
779,59,여성,경기,이천시,호법면,4000~5000만원
780,68,여성,경북,영천시,문외동,2000만원 이하
781,70,여성,경기,포천시,소흘읍,2000~3000만원
782,30,남성,경기,오산시,세교동,4000~5000만원
783,67,남성,부산,연제구,연산동,3000~4000만원
784,55,여성,서울,강남구,대치동,3000~4000만원
785,51,여성,경기,평택시,이충동,2000만원 이하
786,31,여성,울산,동구,일산동,2000만원 이하
787,27,여성,경북,포항시 북구,양덕동,4000~5000만원
788,24,여성,경기,고양시 덕양구,고양동,2000~3000만원
789,40,남성,광주,광산구,운남동,3000~4000만원
790,31,남성,충북,청주시 상당구,명암동,4000~5000만원
791,33,여성,경기,성남시 분당구,정자동,4000~5000만원
792,35,여성,부산,남구,용호동,2000만원 이하
793,26,여성,인천,연수구,연수동,5000만원이상
794,32,남성,전남,순천시,조례동,3000~4000만원
795,71,남성,서울,양천구,목동,2000~3000만원
796,21,여성,경북,포항시 남구,해도동,2000~3000만원
797,20,여성,서울,양천구,신정동,2000만원 이하
798,46,남성,서울,성북구,돈암동,3000~4000만원
799,69,남성,울산,북구,산하동,2000만원 이하
800,51,여성,강원,원주시,무실동,2000만원 이하
801,47,여성,광주,남구,진월동,3000~4000만원
802,29,여성,경기,성남시 분당구,금곡동,5000만원이상
803,60,남성,대구,수성구,수성동4가,5000만원이상
804,50,남성,경기,화성시,반송동,4000~5000만원
805,63,여성,강원,춘천시,석사동,5000만원이상
806,47,남성,서울,강남구,개포동,2000~3000만원
807,22,남성,경북,안동시,예안면,5000만원이상
808,65,남성,경기,안성시,원곡면,2000만원 이하
809,46,남성,전북,정읍시,과교동,4000~5000만원
810,52,여성,서울,강남구,대치동,5000만원이상
811,46,여성,서울,강서구,염창동,4000~5000만원
812,70,남성,서울,강북구,수유동,4000~5000만원
813,27,남성,인천,남구,학익동,2000~3000만원
814,71,남성,경북,안동시,예안면,4000~5000만원
815,71,여성,대전,유성구,상대동,2000만원 이하
816,59,남성,경기,남양주시,호평동,2000만원 이하
817,32,남성,대전,중구,옥계동,2000~3000만원
818,61,여성,인천,서구,가좌동,4000~5000만원
819,72,여성,경기,김포시,풍무동,5000만원이상
820,24,여성,충남,아산시,풍기동,2000만원 이하
821,71,여성,서울,노원구,상계동,5000만원이상
822,22,남성,충남,보령시,주포면,2000~3000만원
823,61,남성,대구,수성구,매호동,3000~4000만원
824,28,남성,경기,이천시,호법면,3000~4000만원
825,29,남성,인천,서구,불로동,2000만원 이하
826,65,여성,인천,미추홀구,도화동,2000만원 이하
827,75,남성,부산,사상구,주례동,4000~5000만원
828,46,여성,경남,창원시 성산구,반림동,5000만원이상
829,31,남성,경기,수원시 장안구,정자동,4000~5000만원
830,22,남성,경기,파주시,조리읍,2000~3000만원
831,41,여성,울산,울주군,상북면,3000~4000만원
832,72,남성,대구,동구,신기동,2000~3000만원
833,77,남성,경북,안동시,용상동,3000~4000만원
834,31,남성,제주,제주시,도남동,2000~3000만원
835,71,여성,전북,익산시,남중동,3000~4000만원
836,37,남성,경남,진주시,금산면,2000~3000만원
837,28,여성,인천,동구,화수동,5000만원이상
838,53,여성,강원,태백시,황지동,3000~4000만원
839,60,남성,서울,송파구,풍납동,4000~5000만원
840,66,남성,경기,시흥시,은행동,2000~3000만원
841,55,여성,경기,파주시,금촌동,3000~4000만원
842,50,남성,서울,강동구,명일동,2000만원 이하
843,51,남성,서울,광진구,군자동,2000~3000만원
844,35,남성,경기,고양시 덕양구,삼송동,3000~4000만원
845,22,남성,광주,북구,일곡동,4000~5000만원
846,30,남성,경남,김해시,삼계동,3000~4000만원
847,55,여성,울산,남구,삼산동,2000만원 이하
848,24,여성,울산,남구,무거동,3000~4000만원
849,49,여성,대구,달서구,성당동,4000~5000만원
850,80,남성,충남,태안군,태안읍,2000만원 이하
851,52,남성,부산,사하구,하단동,4000~5000만원
852,56,여성,인천,서구,석남동,3000~4000만원
853,63,남성,경기,용인시 수지구,성복동,4000~5000만원
854,19,남성,전남,순천시,별량면,4000~5000만원
855,24,남성,경기,수원시 팔달구,화서동,3000~4000만원
856,66,남성,경기,안양시 동안구,비산동,2000만원 이하
857,22,여성,경기,용인시 기흥구,신갈동,2000만원 이하
858,41,여성,경기,부천시,역곡동,5000만원이상
859,25,남성,서울,서초구,양재동,5000만원이상
860,37,여성,경기,수원시 권선구,탑동,2000만원 이하
861,60,남성,강원,원주시,문막읍,5000만원이상
862,71,남성,경북,영주시,조암동,2000~3000만원
863,71,여성,부산,사하구,괴정동,3000~4000만원
864,27,여성,울산,남구,무거동,3000~4000만원
865,54,여성,서울,중구,명동1가,4000~5000만원
866,65,남성,대구,달서구,대천동,4000~5000만원
867,62,여성,강원,춘천시,후평동,3000~4000만원
868,63,남성,대구,서구,내당동,4000~5000만원
869,70,여성,충남,금산군,추부면,5000만원이상
870,30,남성,충북,청주시 청원구,내수읍,4000~5000만원
871,24,여성,경기,안양시 동안구,호계동,5000만원이상
872,34,남성,광주,서구,풍암동,5000만원이상
873,71,여성,인천,부평구,삼산동,2000만원 이하
874,45,여성,서울,동작구,노량진동,2000만원 이하
875,37,남성,충북,옥천군,옥천읍,5000만원이상
876,49,여성,서울,송파구,석촌동,5000만원이상
877,73,여성,인천,연수구,옥련동,3000~4000만원
878,44,여성,경기,구리시,인창동,3000~4000만원
879,30,여성,대전,동구,대성동,3000~4000만원
880,22,남성,서울,성북구,정릉동,2000만원 이하
881,37,남성,경기,광주시,오포읍,2000~3000만원
882,50,남성,전남,여수시,학용동,2000~3000만원
883,48,여성,서울,영등포구,영등포동7가,5000만원이상
884,24,여성,울산,북구,화봉동,2000만원 이하
885,24,여성,부산,동구,좌천동,3000~4000만원
886,45,남성,전남,해남군,해남읍,4000~5000만원
887,52,남성,경북,안동시,안기동,2000만원 이하
888,52,여성,부산,영도구,동삼동,3000~4000만원
889,71,남성,경북,칠곡군,왜관읍,5000만원이상
890,23,여성,대구,북구,침산동,3000~4000만원
891,24,여성,전남,신안군,압해읍,4000~5000만원
892,54,남성,충북,청주시 상당구,용암동,5000만원이상
893,45,여성,대구,달서구,송현동,2000~3000만원
894,53,남성,충남,공주시,옥룡동,5000만원이상
895,49,여성,대구,북구,침산동,5000만원이상
896,59,여성,충남,천안시,목천읍  ,4000~5000만원
897,64,여성,대구,동구,각산동,2000만원 이하
898,72,남성,대전,대덕구,송촌동,2000만원 이하
899,26,여성,경북,경주시,황성동,5000만원이상
900,45,남성,대전,동구,용운동,3000~4000만원
901,60,남성,경기,하남시,덕풍동,2000만원 이하
902,44,남성,경남,거제시,장승포동,2000만원 이하
903,51,여성,경기,광명시,광명동,5000만원이상
904,25,남성,경남,진주시,하대동,2000~3000만원
905,67,남성,충남,아산시,모종동,5000만원이상
906,78,남성,경기,안산시 단원구,고잔동,4000~5000만원
907,78,여성,광주,북구,오치동,2000~3000만원
908,80,남성,전남,장흥군,장흥읍,4000~5000만원
909,28,남성,경기,광주시,초월읍,4000~5000만원
910,48,남성,경남,거창군,거창읍,5000만원이상
911,32,여성,경북,문경시,흥덕동,2000만원 이하
912,65,여성,경기,양평군,강상면,2000~3000만원
913,33,남성,경기,수원시 권선구,구운동,2000~3000만원
914,35,여성,서울,관악구,봉천동,3000~4000만원
915,47,남성,대구,수성구,만촌동,5000만원이상
916,60,여성,서울,강동구,성내동,2000~3000만원
917,31,남성,전남,화순군,화순읍,3000~4000만원
918,57,남성,제주,제주시,애월읍,3000~4000만원
919,56,남성,충북,제천시,천남동,2000~3000만원
920,32,여성,경남,진주시,대평면,5000만원이상
921,29,여성,충북,증평군,증평읍,4000~5000만원
922,64,여성,울산,중구,우정동,3000~4000만원
923,54,남성,전북,익산시,모현동1가,4000~5000만원
924,76,남성,서울,송파구,풍납동,2000만원 이하
925,31,남성,대구,수성구,지산동,4000~5000만원
926,66,남성,경남,양산시,주진동,4000~5000만원
927,32,남성,서울,용산구,한강로2가,4000~5000만원
928,40,여성,경기,안양시 동안구,비산동,5000만원이상
929,70,남성,부산,사하구,신평동,2000~3000만원
930,44,남성,서울,중랑구,신내동,2000~3000만원
931,40,남성,서울,강동구,상일동,5000만원이상
932,64,여성,대구,동구,용수동,5000만원이상
933,20,여성,인천,남동구,만수동,2000만원 이하
934,62,남성,전남,목포시,상동,4000~5000만원
935,35,남성,울산,동구,일산동,3000~4000만원
936,72,남성,서울,서초구,서초동,4000~5000만원
937,55,남성,서울,동작구,사당동,4000~5000만원
938,39,여성,경북,포항시 북구,죽도동,5000만원이상
939,71,여성,대전,서구,둔산동,2000~3000만원
940,77,여성,경북,칠곡군,석적읍,3000~4000만원
941,77,여성,서울,동대문구,이문동,5000만원이상
942,62,여성,경기,고양시 덕양구,대자동,2000만원 이하
943,30,여성,서울,영등포구,당산동4가,3000~4000만원
944,24,남성,인천,부평구,부평동,5000만원이상
945,67,여성,경기,부천시 소사구,심곡본동,2000~3000만원
946,42,남성,서울,서대문구,북아현동,2000~3000만원
947,68,여성,울산,동구,방어동,4000~5000만원
948,25,여성,대전,중구,용두동,5000만원이상
949,52,남성,경기,부천시 오정구,삼정동,3000~4000만원
950,45,남성,경북,포항시 북구,두호동,2000만원 이하
951,79,여성,서울,성북구,석관동,5000만원이상
952,71,여성,인천,미추홀구,주안동,3000~4000만원
953,41,남성,부산,영도구,동삼동,3000~4000만원
954,31,여성,울산,동구,동부동,3000~4000만원
955,20,남성,충북,영동군,영동읍,2000만원 이하
956,74,여성,경기,광명시,철산동,5000만원이상
957,60,남성,부산,금정구,서동,4000~5000만원
958,61,여성,인천,부평구,십정동,4000~5000만원
959,67,남성,경북,구미시,옥계동,5000만원이상
960,77,남성,부산,기장군,일광면,3000~4000만원
961,55,여성,전남,광양시,광양읍,2000~3000만원
962,48,여성,전북,군산시,수송동,5000만원이상
963,66,여성,대전,중구,사정동,5000만원이상
964,50,여성,경기,파주시,동패동,2000~3000만원
965,56,여성,경남,거제시,연초면,2000~3000만원
966,67,여성,경기,시흥시,배곧동,5000만원이상
967,68,여성,대구,달성군,가창면,3000~4000만원
968,36,남성,서울,마포구,서교동,5000만원이상
969,77,여성,경기,성남시 중원구,상대원동,4000~5000만원
970,49,여성,인천,남동구,서창동,4000~5000만원
971,59,여성,경기,안성시,보개면,2000만원 이하
972,53,남성,경기,의왕시,오전동,5000만원이상
973,80,남성,서울,서대문구,북아현동,2000만원 이하
974,60,여성,서울,금천구,독산동,2000만원 이하
975,43,남성,서울,송파구,문정동,3000~4000만원
976,63,여성,인천,동구,송현동,5000만원이상
977,27,여성,경기,부천시,고강동,2000만원 이하
978,50,여성,충남,예산군,신암면,5000만원이상
979,79,여성,경기,고양시 일산서,일산동,3000~4000만원
980,78,여성,세종특별자치시,세종시,조치원읍,3000~4000만원
981,24,남성,경남,창원시 성산구,상남동,5000만원이상
982,23,남성,경기,시흥시,정왕동,4000~5000만원
983,74,남성,인천,중구,운남동,3000~4000만원
984,23,여성,경기,용인시 기흥구,중동,2000~3000만원
985,46,남성,울산,북구,매곡동,4000~5000만원
986,64,여성,울산,남구,달동,4000~5000만원
987,79,남성,서울,영등포구,여의도동,4000~5000만원
988,71,남성,대구,중구,삼덕동2가,2000~3000만원
989,59,여성,경기,화성시,봉담읍,2000만원 이하
990,48,남성,충북,보은군,내북면,4000~5000만원
991,37,남성,대전,서구,탄방동,2000~3000만원
992,56,남성,서울,동작구,노량진동,3000~4000만원
993,37,여성,부산,북구,화명동,2000만원 이하
994,75,남성,경기,평택시,동삭동,2000만원 이하
995,77,남성,대전,서구,도마동,3000~4000만원
996,22,여성,서울,구로구,구로동,5000만원이상
997,61,여성,인천,남동구,간석동,2000~3000만원
998,60,여성,인천,옹진군,덕적면,3000~4000만원
999,26,남성,서울,동작구,신대방동,3000~4000만원
